City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,kirkwall,58.9848,-2.9587,13.03,67,75,10.29,GB,1691514522
366,mhamid,29.82,-5.72,44.46,8,20,4.88,MA,1691514523
367,vilyuchinsk,52.9306,158.4028,9.03,64,100,4.0,RU,1691514524
368,maydanshakhr,34.3956,68.8662,23.32,21,0,3.13,AF,1691514525
369,queenstown,-31.8976,26.8753,12.28,63,91,3.29,ZA,1691514526
370,lata,40.1629,-8.3327,31.94,46,0,3.39,PT,1691514527
371,onega,63.9061,38.1404,20.6,63,0,4.64,RU,1691514528
372,road town,18.4167,-64.6167,32.02,70,40,4.63,VG,1691514529
373,nuku'alofa,-21.1333,-175.2,23.19,100,20,2.06,TO,1691514530
374,mungyeong,36.5946,128.1995,26.65,93,26,1.63,KR,1691514531
375,veraval,20.9,70.3667,26.98,84,100,8.18,IN,1691514532
376,bouna,9.2667,-3.0,27.54,77,98,2.4,CI,1691514533
377,dakoutun,39.5833,117.2289,24.1,86,64,2.95,CN,1691514534
378,beykonak,36.3257,30.303,27.88,71,0,1.98,TR,1691514535
379,menongue,-14.6585,17.691,20.77,24,0,1.04,AO,1691514536
380,mpika,-11.8343,31.4529,15.79,45,10,1.05,ZM,1691514537
381,flin flon,54.7682,-101.865,13.91,82,75,7.2,CA,1691513957
382,hassi messaoud,31.6804,6.0729,40.62,12,0,5.49,DZ,1691514539
383,lodeynoye pole,60.726,33.5531,20.55,94,91,1.79,RU,1691514540
384,chernyshevsk,52.5243,117.0174,15.94,59,46,1.34,RU,1691514541
385,as sulayyil,20.4607,45.5779,37.95,10,11,3.66,SA,1691514542
386,fuerte olimpo,-21.0415,-57.8738,34.24,32,1,2.38,PY,1691514543
387,sibut,5.718,19.0739,23.08,92,57,1.24,CF,1691514544
388,bereeda,11.8704,51.0579,30.87,56,49,2.63,SO,1691514545
389,alice springs,-23.7,133.8833,7.75,66,1,1.54,AU,1691514546
390,puerto baquerizo moreno,-0.9,-89.6,23.99,74,96,5.8,EC,1691514547
391,benguela,-12.5763,13.4055,21.42,75,12,3.66,AO,1691514548
392,harstad,68.799,16.5293,26.66,71,28,7.15,NO,1691514549
393,camacupa,-12.0167,17.4833,22.44,21,0,2.06,AO,1691514550
394,posto fiscal rolim de moura,-13.0833,-62.2667,39.52,19,3,0.42,BR,1691514435
395,gondar,12.6,37.4667,14.57,93,67,2.08,ET,1691514551
396,uusikaupunki,60.8004,21.4084,16.34,77,42,12.4,FI,1691514552
397,codrington,-38.2667,141.9667,6.07,84,69,4.86,AU,1691514553
398,susuman,62.7833,148.1667,3.01,71,64,0.52,RU,1691514554
399,chui,-33.6971,-53.4616,14.92,57,2,5.0,UY,1691514555
400,telemaco borba,-24.3239,-50.6156,15.88,98,100,1.82,BR,1691514306
401,west fargo,46.875,-96.9004,28.0,53,0,5.66,US,1691514557
402,donaghadee,54.6333,-5.5333,17.4,65,98,0.45,GB,1691514558
403,igrim,63.1906,64.4162,18.9,75,30,3.07,RU,1691514559
404,antsohihy,-14.8796,47.9875,23.17,72,64,1.19,MG,1691514560
405,sal rei,16.1833,-22.9167,25.62,70,47,6.16,CV,1691514561
406,pratt,37.6439,-98.7376,25.37,65,0,3.09,US,1691514562
407,ouallam,14.3188,2.0866,29.43,55,97,1.96,NE,1691514562
408,talara,-4.5772,-81.2719,28.42,65,0,7.45,PE,1691514383
409,sampit,-2.5333,112.95,22.85,89,82,1.11,ID,1691514564
410,portland,45.5234,-122.6762,22.75,73,75,2.06,US,1691513874
411,kamaishi,39.2667,141.8833,25.14,96,98,4.21,JP,1691514566
412,atherton,53.5237,-2.4935,19.08,60,86,1.79,GB,1691514567
413,sabang,5.8933,95.3214,27.95,75,89,6.74,ID,1691514568
414,kiunga,-6.1219,141.2906,21.67,89,92,1.68,PG,1691514569
415,almeirim,-1.5233,-52.5817,36.05,35,30,1.95,BR,1691514339
416,santa terezinha,-29.9002,-50.0904,17.04,64,87,6.75,BR,1691514571
417,carnarvon,-24.8667,113.6333,18.66,84,13,7.57,AU,1691514571
418,zeya,53.75,127.2667,18.17,53,100,2.09,RU,1691514572
419,champerico,14.3,-91.9167,31.08,63,89,2.82,GT,1691514573
420,andoain,43.2166,-2.0253,26.62,68,2,2.24,ES,1691514574
421,roses,42.262,3.1769,28.79,54,1,4.02,ES,1691514575
422,manzanillo,20.3433,-77.1167,34.41,53,27,1.58,CU,1691514576
423,parkes,-33.1333,148.1833,6.86,85,0,1.79,AU,1691514577
424,caleta de carquin,-11.0925,-77.6267,21.93,67,10,5.63,PE,1691514578
425,vilyuysk,63.7553,121.6247,14.63,55,1,2.77,RU,1691514580
426,mahenge,-8.6833,36.7167,18.48,55,63,1.6,TZ,1691514580
427,fort st. john,56.2499,-120.8529,15.94,77,75,1.03,CA,1691514564
428,utrik,11.2278,169.8474,28.27,76,93,6.55,MH,1691514582
429,remire-montjoly,4.9167,-52.2667,33.02,55,75,3.09,GF,1691514583
430,sikasso,10.9167,-7.0,31.15,57,74,1.73,ML,1691514584
431,toliara,-23.35,43.6667,21.14,77,26,2.15,MG,1691514585
432,baker city,44.7749,-117.8344,18.84,70,0,1.54,US,1691514518
433,mount isa,-20.7333,139.5,8.87,76,5,0.0,AU,1691514587
434,quellon,-43.1167,-73.6167,11.14,87,75,4.12,CL,1691514588
435,si chiang mai,17.9564,102.5867,26.16,97,100,1.57,TH,1691514589
436,gamay,12.3854,125.2979,27.17,83,26,3.67,PH,1691514590
437,tinajo,29.0788,-13.7081,24.49,78,20,3.6,ES,1691514591
438,dadukou,26.5479,101.7054,22.65,92,77,0.72,CN,1691514592
439,awjilah,29.1081,21.2869,33.17,28,0,7.87,LY,1691514593
440,maloye ganyushkino,46.6,49.2667,30.98,45,0,2.0,KZ,1691514594
441,palangkaraya,-2.2,113.8333,22.98,86,52,1.23,ID,1691514595
442,inarajan village,13.2736,144.7484,27.54,97,100,6.06,GU,1691514596
443,the bottom,17.6259,-63.2492,29.31,78,86,6.36,BQ,1691514597
444,paragominas,-2.9667,-47.4833,31.6,49,60,1.72,BR,1691514472
445,saint-leu,-21.15,55.2833,20.48,92,15,2.47,RE,1691514599
446,robertsport,6.7533,-11.3686,25.9,85,96,6.74,LR,1691514600
447,lompoc,34.6391,-120.4579,20.85,74,15,2.68,US,1691514602
448,viqueque,-8.8673,126.3658,22.19,84,46,2.06,TL,1691514603
449,gandajika,-6.75,23.95,29.62,26,76,1.45,CD,1691514604
450,tselinnoye,53.0833,85.6667,16.8,65,19,2.09,RU,1691514605
451,preobrazheniye,42.9019,133.9064,18.17,95,100,5.75,RU,1691514606
452,kushiro,42.975,144.3747,18.57,100,100,1.52,JP,1691514607
453,happy valley-goose bay,53.3168,-60.3315,18.93,58,100,2.35,CA,1691514608
454,paramonga,-10.6667,-77.8333,21.83,69,15,5.44,PE,1691514609
455,mount pearl,47.5166,-52.7813,16.85,82,100,2.24,CA,1691514610
456,gros islet,14.0667,-60.95,31.9,74,40,4.63,LC,1691514611
457,buala,-8.145,159.5921,25.46,87,91,3.27,SB,1691514612
458,ambatofinandrahana,-20.55,46.8,12.95,75,96,1.41,MG,1691514442
459,enewetak,11.3474,162.3373,28.14,79,90,5.49,MH,1691514614
460,hastings,50.8552,0.5729,17.21,44,100,8.57,GB,1691514554
461,la passe,45.5549,-0.8967,28.13,44,46,4.6,FR,1691514616
462,polonne,50.1242,27.5109,16.36,67,89,3.52,UA,1691514617
463,petropavlovsk-kamchatsky,53.0452,158.6483,8.21,93,98,5.08,RU,1691514618
464,ponta delgada,37.7333,-25.6667,24.4,69,40,5.66,PT,1691514619
465,oriximina,-1.7656,-55.8661,35.55,36,74,3.79,BR,1691514466
466,praia da vitoria,38.7333,-27.0667,25.42,82,38,3.92,PT,1691514621
467,port blair,11.6667,92.75,27.92,85,100,6.91,IN,1691514623
468,midvagur,62.0511,-7.1939,8.46,81,100,11.32,FO,1691514623
469,mykhaylivka,47.2724,35.2224,27.39,37,12,2.57,UA,1691514624
470,bambanglipuro,-7.95,110.2833,21.48,90,5,2.89,ID,1691514625
471,great falls,47.5002,-111.3008,23.66,48,0,1.54,US,1691514416
472,las heras,-46.5419,-68.9359,10.78,46,13,12.92,AR,1691514627
473,neiafu,-18.65,-173.9833,25.38,94,20,0.0,TO,1691514629
474,st. john's,47.5649,-52.7093,17.31,83,100,5.36,CA,1691514628
475,alta sierra,35.7291,-118.5495,24.2,15,0,2.71,US,1691514632
476,bay harbor,30.1471,-85.6146,34.97,71,35,3.58,US,1691514633
477,new norfolk,-42.7826,147.0587,4.84,97,52,1.44,AU,1691514634
478,kerikeri,-35.2268,173.9474,6.09,92,42,2.15,NZ,1691514635
479,gadzhiyevo,69.2551,33.3362,22.33,71,0,3.9,RU,1691514637
480,ixtapa,20.7,-105.2,32.35,74,20,1.34,MX,1691514638
481,sisimiut,66.9395,-53.6735,9.19,60,25,2.47,GL,1691514640
482,pangai,-19.8,-174.35,24.79,86,12,4.9,TO,1691514641
483,eureka,40.8021,-124.1637,16.07,89,99,0.45,US,1691514468
484,alarobia,-18.8709,47.5215,13.0,100,75,3.6,MG,1691514643
485,masuguru,-11.3667,38.4167,27.93,36,70,3.3,TZ,1691514644
486,rongelap,11.1635,166.8941,28.25,78,37,6.67,MH,1691514645
487,sungai penuh,-2.0833,101.3833,18.06,98,89,0.85,ID,1691514646
488,suomussalmi,64.8869,28.9078,21.45,80,3,4.6,FI,1691514647
489,usogorsk,63.4106,48.6872,17.59,67,74,1.92,RU,1691514648
490,marka,1.7159,44.7717,24.5,84,41,6.63,SO,1691514649
491,porto empedocle,37.2934,13.5264,26.28,66,0,2.69,IT,1691514650
492,eyl,7.9803,49.8164,25.18,79,88,11.87,SO,1691514651
493,nev'yansk,57.4953,60.2112,16.38,93,8,1.42,RU,1691514652
494,saint-joseph,-21.3667,55.6167,19.21,77,39,3.57,RE,1691514653
495,guiratinga,-16.3494,-53.7583,36.7,18,0,2.55,BR,1691514654
496,yeraliyev,43.2,51.65,30.26,40,0,5.46,KZ,1691514654
497,caluula,11.9661,50.7569,29.97,68,48,0.79,SO,1691514655
498,copala,16.65,-98.9833,31.65,59,0,2.95,MX,1691514656
499,bonthe,7.5264,-12.505,26.83,80,80,5.75,SL,1691514657
500,balkanabat,39.5108,54.3671,35.54,19,0,5.9,TM,1691514658
501,chhabra,24.6667,76.8333,26.24,77,100,5.29,IN,1691514659
502,n'zeto,-7.2312,12.8666,21.58,81,1,4.43,AO,1691514660
503,chesma,53.8111,60.6533,15.59,95,94,2.66,RU,1691514661
504,karaton,-6.3424,106.1045,23.07,90,31,0.07,ID,1691514662
505,plettenberg bay,-34.0527,23.3716,14.36,84,92,2.32,ZA,1691514664
506,alnashi,56.1874,52.4792,18.09,77,43,4.85,RU,1691514665
507,pachperwa,27.5167,82.65,26.24,93,100,1.64,IN,1691514666
508,mbandaka,0.0487,18.2603,22.64,93,81,1.87,CD,1691514667
509,san luis,-33.295,-66.3356,18.6,19,76,4.97,AR,1691514668
510,hammerfest,70.6634,23.6821,24.25,69,0,5.14,NO,1691514403
511,gunnedah,-30.9833,150.25,7.19,81,2,2.45,AU,1691514669
512,vorkuta,67.5,64.0,11.37,78,100,4.24,RU,1691514670
513,orange walk,17.8333,-88.8333,33.43,53,76,2.49,BZ,1691514671
514,lautoka,-17.6167,177.4667,20.92,88,75,2.06,FJ,1691514672
515,basoko,1.2391,23.616,23.31,84,80,0.64,CD,1691514673
516,zhangjiajie,29.1294,110.4783,26.12,97,97,0.89,CN,1691514675
517,brisas de zicatela,15.8369,-97.0419,31.29,58,20,3.09,MX,1691514676
518,balikpapan,-1.2675,116.8289,27.55,78,20,2.57,ID,1691514677
519,namibe,-15.1961,12.1522,18.6,84,13,2.85,AO,1691514678
520,pontes e lacerda,-15.2261,-59.3353,38.23,21,0,1.13,BR,1691514679
521,frederico westphalen,-27.3592,-53.3944,20.25,70,99,2.11,BR,1691514680
522,priyutnoye,46.1011,43.5072,33.06,33,0,2.16,RU,1691514681
523,north platte,41.1239,-100.7654,22.4,75,20,2.06,US,1691514682
524,port shepstone,-30.7414,30.455,19.14,78,26,9.49,ZA,1691514683
525,myrhorod,49.9685,33.6089,24.03,37,91,3.49,UA,1691514684
526,seydi,39.4816,62.9137,30.24,21,0,4.71,TM,1691514560
527,curup,-3.4667,102.5333,19.94,98,37,1.22,ID,1691514686
528,ubinskoye,55.3068,79.6802,18.36,61,98,2.26,RU,1691514687
529,lepsy,46.235,78.9456,26.04,41,36,3.93,KZ,1691514687
530,llallagua,-18.4167,-66.6333,12.25,31,5,7.4,BO,1691514688
531,realeza,-25.7689,-53.5325,23.99,63,94,2.78,BR,1691514689
532,alofi,-19.0595,-169.9187,24.06,88,43,5.39,NU,1691514690
533,makeni,8.8833,-12.05,27.21,77,100,1.54,SL,1691514691
534,gutierrez zamora,20.45,-97.0833,30.9,62,24,1.19,MX,1691514692
535,sukhobezvodnoye,57.0491,44.8891,19.49,74,0,2.7,RU,1691514693
536,safi,32.1667,-8.8333,29.53,44,81,5.5,MA,1691514694
537,newman,37.3138,-121.0208,29.57,29,0,1.41,US,1691514695
538,faranah,10.0404,-10.7434,26.48,76,87,1.79,GN,1691514696
539,suntar,62.1444,117.6319,19.63,53,24,3.5,RU,1691514697
540,carauari,-4.8828,-66.8958,36.5,38,61,1.12,BR,1691514698
541,corner brook,48.9667,-57.9484,21.64,47,57,2.4,CA,1691514523
542,harper,4.375,-7.7169,25.15,83,96,5.74,LR,1691514700
543,conduaga,8.862,117.4893,26.96,85,25,2.78,PH,1691514701
544,pierre,44.3683,-100.351,25.15,53,0,3.09,US,1691514702
545,kasempa,-13.4584,25.8338,20.27,31,8,2.35,ZM,1691514703
546,riohacha,11.5444,-72.9072,32.97,59,34,5.06,CO,1691514704
547,mahina,-17.5065,-149.489,23.87,88,75,2.06,PF,1691514705
548,ujae,8.9322,165.7642,28.07,79,86,6.24,MH,1691514706
549,qarqaraly,49.4058,75.4742,15.68,85,100,3.24,KZ,1691514707
550,vieste,41.8825,16.175,24.04,46,1,4.38,IT,1691514708
551,orapa,-21.2833,25.3667,18.22,20,0,2.44,BW,1691514709
552,antofagasta,-23.65,-70.4,18.6,66,8,3.8,CL,1691514710
553,manta,-0.95,-80.7333,28.88,78,75,7.6,EC,1691514711
554,coro,11.4045,-69.6734,34.37,53,4,7.7,VE,1691514574
555,pudasjarvi,65.3833,26.9167,22.31,80,10,5.34,FI,1691514713
556,port-gentil,-0.7193,8.7815,24.98,78,100,4.63,GA,1691514714
557,zouerate,22.7187,-12.4521,38.81,13,0,6.96,MR,1691514715
558,kathu,7.9178,98.3332,29.83,71,96,5.18,TH,1691514716
559,santiago,-33.4569,-70.6483,21.86,49,19,1.54,CL,1691514138
560,panama city beach,30.1766,-85.8055,35.0,69,75,6.17,US,1691514311
561,naze,28.3667,129.4833,25.97,92,100,12.22,JP,1691514719
562,gebeit,21.0667,36.3167,33.34,22,15,5.97,SD,1691514721
563,inirida,3.8653,-67.9239,32.31,58,17,0.83,CO,1691514722
564,upington,-28.4478,21.2561,21.21,18,0,1.54,ZA,1691514724
565,thunder bay,48.4001,-89.3168,24.33,44,7,2.2,CA,1691514401
566,mumbwa,-14.9783,27.0619,20.68,33,5,2.68,ZM,1691514726
567,jijiga,9.35,42.8,20.24,63,59,5.87,ET,1691514727
568,dabeiba,7.0017,-76.2672,30.26,71,88,2.52,CO,1691514728
569,suoyarvi,62.0833,32.35,19.26,94,99,2.49,RU,1691514729
570,prince rupert,54.3161,-130.3201,15.05,96,100,7.2,CA,1691514730
571,dwarka,22.2394,68.9678,27.28,85,100,10.06,IN,1691514731
572,gizo,-8.103,156.8419,25.89,85,99,6.77,SB,1691514732
573,kruisfontein,-34.0033,24.7314,14.94,91,75,5.05,ZA,1691514732
574,angren,41.0167,70.1436,23.75,37,11,0.59,UZ,1691514733
575,brezina,33.0989,1.2608,39.07,9,9,4.82,DZ,1691514734
576,dunedin,-45.8742,170.5036,6.56,70,98,4.02,NZ,1691514736
577,nadym,65.5333,72.5167,12.42,82,88,7.93,RU,1691514737
578,ouarzazat,30.9189,-6.8934,39.16,8,75,7.72,MA,1691514737
579,sinabang,2.4803,96.3801,26.33,79,100,1.47,ID,1691514738
580,camocim,-2.9022,-40.8411,31.83,53,17,6.76,BR,1691514700
